num_nodes,threads_per_node,tasks_per_node,model_time_sim,wall_time_create,wall_time_connect,wall_time_sim,wall_time_phase_collocate,wall_time_phase_communicate,wall_time_phase_deliver,wall_time_phase_update,wall_time_communicate_target_data,wall_time_gather_spike_data,wall_time_gather_target_data,wall_time_communicate_prepare
8,32,4,10000.0,0.1325856875,49.97359875,746.0058313124999,0.3079745625,78.419836,182.07332603125,479.20720765625003,-1.0,260.83371325,-1.0,-1.0
16,32,4,10000.0,0.07406275000000001,34.264035546875,341.69524246875005,0.315087359375,65.845727375,111.011839515625,162.831117328125,-1.0,177.18646992187502,-1.0,-1.0
24,32,4,10000.0,0.05449673404255318,30.456777723404258,1267.2272932340427,0.5293850851063829,228.5743115638298,877.1439962021276,156.37206693617023,-1.0,1106.2811396170216,-1.0,-1.0
32,32,4,10000.0,0.044028734375,28.858753921875,215.29031600000002,0.225710421875,71.584373125,70.76020934375,71.21348776562502,-1.0,142.5809114296875,-1.0,-1.0
